inn,ogrn,year,region,region_taxcode,okved,okved_section,creation_date,dissolution_date,age,eligible,filed,imputed,outlier,revenue,net_profit,assets,equity,longterm_liab,shortterm_liab,payables,cash
7733906310,1147748010618,2024,moscow city,7700,46.69,G,2014-12-11,,10.0,1.0,1.0,0.0,0.0,2668.0,14.0,387.0,156.0,,231.0,231.0,33.0
7734436724,1207700313072,2022,moscow city,7700,46.43.10,G,2020-08-27,,2.0,1.0,1.0,0.0,0.0,52517.0,140.0,3556.0,475.0,,3081.0,3081.0,24.0
7734436724,1207700313072,2023,moscow city,7700,46.43.10,G,2020-08-27,,3.0,1.0,1.0,0.0,0.0,240509.0,1883.0,24308.0,2358.0,2121.0,19828.0,19828.0,143.0
7734436724,1207700313072,2024,moscow city,7700,46.43.10,G,2020-08-27,,4.0,1.0,1.0,0.0,0.0,265293.0,230.0,42115.0,2588.0,7632.0,31895.0,31895.0,139.0
7734469141,1237700007445,2023,moscow city,7700,43.21,F,2023-01-10,,0.0,1.0,1.0,0.0,0.0,,0.0,10.0,10.0,,,,10.0
7734469141,1237700007445,2024,moscow city,7700,43.21,F,2023-01-10,,1.0,1.0,1.0,0.0,0.0,309159.0,271.0,82335.0,281.0,,82054.0,82054.0,41.0
7735534837,1077761966391,2022,moscow city,7700,46.32,G,2007-11-01,,15.0,1.0,1.0,0.0,0.0,,,3186.0,-69511.0,0.0,72697.0,72697.0,2.0
7735534837,1077761966391,2023,moscow city,7700,46.32,G,2007-11-01,,16.0,1.0,0.0,0.0,0.0,,,,,,,,
7735534837,1077761966391,2024,moscow city,7700,46.32,G,2007-11-01,,17.0,1.0,0.0,0.0,0.0,,,,,,,,
7736325160,1197746655567,2022,moscow city,7700,46.73.60,G,2019-11-11,,3.0,1.0,1.0,0.0,0.0,1367.0,1.0,1257.0,738.0,,518.0,518.0,907.0
7736325160,1197746655567,2023,moscow city,7700,46.73.60,G,2019-11-11,,4.0,1.0,0.0,0.0,0.0,,,,,,,,
7736325160,1197746655567,2024,moscow city,7700,46.73.60,G,2019-11-11,,5.0,1.0,0.0,0.0,0.0,,,,,,,,
7736667646,5137746098265,2022,moscow city,7700,43.22,F,2013-11-20,,9.0,1.0,1.0,0.0,0.0,3803.0,17.0,330.0,310.0,0.0,20.0,20.0,153.0
7736667646,5137746098265,2023,moscow city,7700,43.22,F,2013-11-20,,10.0,1.0,1.0,0.0,0.0,2888.0,145.0,282.0,155.0,0.0,127.0,127.0,54.0
7736667646,5137746098265,2024,moscow city,7700,43.22,F,2013-11-20,,11.0,1.0,1.0,0.0,0.0,2593.0,54.0,247.0,209.0,0.0,38.0,38.0,7.0
7743405271,1237700002847,2023,moscow city,7700,62.01,J,2023-01-10,,0.0,1.0,1.0,0.0,0.0,5900.0,354.0,3033.0,364.0,,2669.0,2669.0,1033.0
7743405271,1237700002847,2024,moscow city,7700,62.01,J,2023-01-10,,1.0,1.0,1.0,0.0,0.0,67792.0,2845.0,77670.0,3209.0,50000.0,24461.0,24461.0,1058.0
7751162142,1197746302819,2022,moscow city,7700,46.17,G,2019-05-06,,3.0,1.0,1.0,0.0,0.0,2022.0,57.0,1663.0,127.0,,1536.0,190.0,8.0
7751162142,1197746302819,2023,moscow city,7700,46.17,G,2019-05-06,,4.0,1.0,1.0,0.0,0.0,4822.0,137.0,4207.0,208.0,627.0,3372.0,2568.0,2.0
7751162142,1197746302819,2024,moscow city,7700,46.17,G,2019-05-06,,5.0,1.0,1.0,0.0,0.0,3339.0,-49.0,3767.0,21.0,392.0,3354.0,297.0,7.0
7751212594,1217700639210,2022,moscow city,7700,46.51,G,2021-12-27,,1.0,1.0,1.0,0.0,0.0,,-114.0,10180.0,-103.0,8256.0,2027.0,2027.0,2.0
7751212594,1217700639210,2023,moscow city,7700,46.51,G,2021-12-27,,2.0,1.0,1.0,0.0,0.0,21335.0,518.0,7486.0,-2908.0,3750.0,6644.0,6644.0,8.0
7751212594,1217700639210,2024,moscow city,7700,46.51,G,2021-12-27,,3.0,1.0,1.0,0.0,0.0,60395.0,7113.0,15694.0,7185.0,3700.0,4810.0,4810.0,67.0
7751218162,1227700153438,2022,moscow city,7700,46.31,G,2022-03-21,,0.0,1.0,1.0,0.0,0.0,13617.0,873.0,314.0,182.0,,133.0,73.0,87.0
7751218162,1227700153438,2023,moscow city,7700,46.31,G,2022-03-21,,1.0,1.0,1.0,0.0,0.0,259308.0,5747.0,60981.0,1180.0,33829.0,25971.0,25955.0,1286.0
7751218162,1227700153438,2024,moscow city,7700,46.31,G,2022-03-21,,2.0,1.0,1.0,0.0,0.0,295088.0,-9441.0,19162.0,-20260.0,37983.0,1440.0,1440.0,3.0
7801415024,5067847220634,2022,sankt-petersburg,7800,46.24,G,2006-08-11,,16.0,1.0,1.0,0.0,0.0,6345.0,1375.0,7759.0,7312.0,,447.0,447.0,928.0
7801415024,5067847220634,2023,sankt-petersburg,7800,46.24,G,2006-08-11,,17.0,1.0,1.0,0.0,0.0,9150.0,1510.0,9689.0,9058.0,,631.0,631.0,2024.0
7801415024,5067847220634,2024,sankt-petersburg,7800,46.24,G,2006-08-11,,18.0,1.0,1.0,0.0,0.0,9147.0,2207.0,11601.0,11240.0,,361.0,361.0,825.0
7802580207,1167847233421,2022,sankt-petersburg,7800,72.19,M,2016-05-25,,6.0,1.0,1.0,0.0,0.0,28827.0,25389.0,12423.0,12022.0,,401.0,401.0,6132.0
7802580207,1167847233421,2023,sankt-petersburg,7800,72.19,M,2016-05-25,,7.0,1.0,1.0,0.0,0.0,36368.0,32979.0,19218.0,18501.0,,717.0,717.0,250.0
7802580207,1167847233421,2024,sankt-petersburg,7800,72.19,M,2016-05-25,,8.0,1.0,1.0,0.0,0.0,45769.0,42449.0,26137.0,24957.0,,1180.0,1180.0,357.0
7805762075,1207800011143,2022,sankt-petersburg,7800,47.78.50,G,2020-01-31,,2.0,1.0,1.0,0.0,0.0,19558.0,4153.0,21037.0,789.0,361.0,19887.0,19863.0,8175.0
7805762075,1207800011143,2023,sankt-petersburg,7800,47.78.50,G,2020-01-31,,3.0,1.0,1.0,0.0,0.0,55193.0,6326.0,28871.0,12296.0,2348.0,14227.0,14203.0,8123.0
7805762075,1207800011143,2024,sankt-petersburg,7800,47.78.50,G,2020-01-31,,4.0,1.0,1.0,0.0,0.0,54818.0,4378.0,29344.0,9513.0,2595.0,17237.0,17213.0,2358.0
7807252506,1217800171269,2022,sankt-petersburg,7800,46.90,G,2021-11-03,,1.0,1.0,1.0,0.0,0.0,3998.0,397.0,701.0,367.0,,334.0,334.0,21.0
7807252506,1217800171269,2023,sankt-petersburg,7800,46.90,G,2021-11-03,,2.0,1.0,1.0,0.0,0.0,0.0,207.0,927.0,574.0,,353.0,353.0,560.0
7807252506,1217800171269,2024,sankt-petersburg,7800,46.90,G,2021-11-03,,3.0,1.0,1.0,0.0,0.0,,-414.0,162.0,-125.0,,287.0,287.0,0.0
7807267478,1237800104740,2023,sankt-petersburg,7800,45.31,G,2023-09-13,,0.0,1.0,1.0,0.0,0.0,4715.0,182.0,1515.0,232.0,50.0,1233.0,1233.0,102.0
7807267478,1237800104740,2024,sankt-petersburg,7800,45.31,G,2023-09-13,,1.0,1.0,1.0,0.0,0.0,33415.0,1330.0,6154.0,1242.0,50.0,4862.0,4862.0,279.0
7810642471,1177847009856,2022,sankt-petersburg,7800,46.90,G,2017-01-18,,5.0,1.0,1.0,0.0,0.0,1577.0,3.0,937.0,151.0,,786.0,36.0,345.0
7810642471,1177847009856,2023,sankt-petersburg,7800,46.90,G,2017-01-18,,6.0,1.0,1.0,0.0,0.0,3080.0,-46.0,329.0,105.0,,224.0,24.0,0.0
7810642471,1177847009856,2024,sankt-petersburg,7800,46.90,G,2017-01-18,,7.0,1.0,1.0,0.0,0.0,1781.0,-4.0,101.0,101.0,,0.0,0.0,43.0
7810823358,1117847132578,2022,sankt-petersburg,7800,62,J,2011-04-12,,11.0,1.0,1.0,0.0,0.0,4806.0,-36.0,9616.0,-155.0,280.0,9491.0,9491.0,339.0
7810823358,1117847132578,2023,sankt-petersburg,7800,62,J,2011-04-12,,12.0,1.0,1.0,0.0,0.0,4108.0,-530.0,9381.0,91.0,280.0,9010.0,9010.0,18.0
7810823358,1117847132578,2024,sankt-petersburg,7800,62,J,2011-04-12,,13.0,1.0,1.0,0.0,0.0,8181.0,1695.0,11395.0,1787.0,280.0,9328.0,9328.0,702.0
7810826905,1117847184069,2022,sankt-petersburg,7800,47.59,G,2011-05-10,2024-10-16,11.0,1.0,0.0,0.0,0.0,,,,,,,,
7810826905,1117847184069,2023,sankt-petersburg,7800,47.59,G,2011-05-10,2024-10-16,12.0,1.0,0.0,0.0,0.0,,,,,,,,
7810826905,1117847184069,2024,sankt-petersburg,7800,47.59,G,2011-05-10,2024-10-16,13.0,1.0,0.0,0.0,0.0,,,,,,,,
7813603946,1147847426781,2022,sankt-petersburg,7800,71.11.10,M,2014-12-05,,8.0,1.0,1.0,0.0,0.0,18151.0,1950.0,24938.0,4980.0,,19958.0,19958.0,1931.0
7813603946,1147847426781,2023,sankt-petersburg,7800,71.11.10,M,2014-12-05,,9.0,1.0,1.0,0.0,0.0,21853.0,5294.0,29026.0,9124.0,,19902.0,19902.0,4900.0
7813603946,1147847426781,2024,sankt-petersburg,7800,71.11.10,M,2014-12-05,,10.0,1.0,1.0,0.0,0.0,11058.0,125.0,30759.0,8100.0,,22659.0,22659.0,3033.0
7816278660,1157847263826,2022,sankt-petersburg,7800,14.12,C,2015-07-31,,7.0,1.0,1.0,0.0,0.0,0.0,-66.0,1099.0,944.0,,156.0,156.0,82.0
7816278660,1157847263826,2023,sankt-petersburg,7800,14.12,C,2015-07-31,,8.0,1.0,1.0,0.0,0.0,18888.0,2870.0,4998.0,3818.0,,1180.0,1180.0,611.0
7816278660,1157847263826,2024,sankt-petersburg,7800,14.12,C,2015-07-31,,9.0,1.0,1.0,0.0,0.0,0.0,-2495.0,2189.0,1322.0,,867.0,867.0,317.0
7816689652,1197847007907,2022,sankt-petersburg,7800,46.31,G,2019-01-18,,3.0,1.0,1.0,0.0,0.0,1041881.0,15135.0,99797.0,23200.0,,76597.0,76597.0,146.0
7816689652,1197847007907,2023,sankt-petersburg,7800,46.31,G,2019-01-18,,4.0,1.0,1.0,0.0,0.0,388768.0,8805.0,124130.0,8825.0,,115305.0,115305.0,597.0
7816689652,1197847007907,2024,sankt-petersburg,7800,46.31,G,2019-01-18,,5.0,1.0,1.0,0.0,0.0,1188.0,98.0,8923.0,8923.0,,0.0,0.0,144.0
7820073496,1207800044627,2022,sankt-petersburg,7800,46.62,G,2020-03-25,,2.0,1.0,1.0,0.0,0.0,1524.0,-431.0,937.0,916.0,,21.0,21.0,14.0
7820073496,1207800044627,2023,sankt-petersburg,7800,46.62,G,2020-03-25,,3.0,1.0,1.0,0.0,0.0,1683.0,-603.0,334.0,313.0,,21.0,21.0,10.0
7820073496,1207800044627,2024,sankt-petersburg,7800,62.01,J,2020-03-25,,4.0,1.0,1.0,0.0,0.0,2936.0,62.0,437.0,376.0,,61.0,61.0,6.0
7839421764,1107847098424,2022,sankt-petersburg,7800,46.73,G,2010-03-31,,12.0,1.0,1.0,0.0,0.0,15855.0,7029.0,17077.0,7039.0,,10038.0,10038.0,10.0
7839421764,1107847098424,2023,sankt-petersburg,7800,41.20,F,2010-03-31,,13.0,1.0,1.0,0.0,0.0,47544.0,8644.0,25000.0,15682.0,,9318.0,9318.0,233.0
7839421764,1107847098424,2024,sankt-petersburg,7800,41.20,F,2010-03-31,,14.0,1.0,1.0,0.0,0.0,114925.0,39094.0,70312.0,54776.0,,15537.0,15537.0,324.0
7839490422,1147847013775,2022,sankt-petersburg,7800,21.20.20,C,2014-01-20,,8.0,1.0,1.0,0.0,0.0,51153.0,3741.0,14460.0,3751.0,,10709.0,191.0,5404.0
7839490422,1147847013775,2023,sankt-petersburg,7800,21.20.20,C,2014-01-20,,9.0,1.0,1.0,0.0,0.0,52789.0,4633.0,8918.0,4643.0,,4275.0,1170.0,2452.0
7839490422,1147847013775,2024,sankt-petersburg,7800,46.90,G,2014-01-20,,10.0,1.0,1.0,0.0,0.0,86730.0,3153.0,9605.0,3163.0,,6442.0,0.0,7625.0
9701256102,1237700525303,2023,moscow city,7700,46.31,G,2023-08-07,,0.0,1.0,1.0,0.0,0.0,,-29.0,1.0,-19.0,,20.0,,1.0
9701256102,1237700525303,2024,moscow city,7700,46.31,G,2023-08-07,,1.0,1.0,1.0,0.0,0.0,,-64.0,0.0,-83.0,,83.0,,0.0
9701259079,1237700606846,2023,moscow city,7700,46.42,G,2023-09-12,,0.0,1.0,1.0,0.0,0.0,4263.0,1426.0,4349.0,1476.0,,2873.0,2813.0,1657.0
9701259079,1237700606846,2024,moscow city,7700,46.42,G,2023-09-12,,1.0,1.0,1.0,0.0,0.0,98082.0,5808.0,8609.0,7284.0,,1325.0,1265.0,84.0
9702014723,1207700077859,2022,moscow city,7700,69.10,M,2020-02-21,,2.0,1.0,0.0,1.0,0.0,,,0.0,,,,,
9702014723,1207700077859,2023,moscow city,7700,69.10,M,2020-02-21,,3.0,1.0,1.0,0.0,0.0,,,0.0,,,,,
9702014723,1207700077859,2024,moscow city,7700,69.10,M,2020-02-21,,4.0,1.0,1.0,0.0,0.0,,-5.0,0.0,,,,,
9703148825,1237700433024,2023,moscow city,7700,62.01,J,2023-06-26,,0.0,1.0,1.0,0.0,0.0,63.0,-1999.0,20614.0,-1989.0,7164.0,15439.0,889.0,3.0
9703148825,1237700433024,2024,moscow city,7700,62.01,J,2023-06-26,,1.0,1.0,1.0,0.0,0.0,4873.0,-2511.0,23732.0,-4501.0,14077.0,14155.0,3.0,11.0
9704086681,1217700414470,2022,moscow city,7700,46.72,G,2021-09-03,,1.0,1.0,1.0,0.0,0.0,211366.0,105.0,11311.0,203.0,,11108.0,11108.0,
9704086681,1217700414470,2023,moscow city,7700,46.72,G,2021-09-03,,2.0,1.0,1.0,0.0,0.0,227140.0,111.0,11665.0,314.0,,11351.0,11351.0,
9704086681,1217700414470,2024,moscow city,7700,46.72,G,2021-09-03,,3.0,1.0,1.0,0.0,0.0,167070.0,84.0,13143.0,398.0,,12745.0,12745.0,
9705150403,1207700464014,2022,moscow city,7700,45.31,G,2020-12-04,,2.0,1.0,1.0,0.0,0.0,30449.0,268.0,57843.0,497.0,2400.0,54946.0,54921.0,339.0
9705150403,1207700464014,2023,moscow city,7700,45.31,G,2020-12-04,,3.0,1.0,1.0,0.0,0.0,37105.0,267.0,23891.0,764.0,2400.0,20727.0,20503.0,62.0
9705150403,1207700464014,2024,moscow city,7700,45.31,G,2020-12-04,,4.0,1.0,1.0,0.0,0.0,14639.0,21.0,21247.0,785.0,1750.0,18712.0,18712.0,30.0
9705171080,1227700304644,2022,moscow city,7700,62.01,J,2022-05-27,,0.0,1.0,1.0,0.0,0.0,40529.0,-2468.0,22666.0,-2368.0,8847.0,16187.0,11982.0,953.0
9705171080,1227700304644,2023,moscow city,7700,62.01,J,2022-05-27,,1.0,1.0,1.0,0.0,0.0,148872.0,41449.0,58564.0,39081.0,5605.0,13878.0,10327.0,3853.0
9705171080,1227700304644,2024,moscow city,7700,62.01,J,2022-05-27,,2.0,1.0,1.0,0.0,0.0,175523.0,36928.0,91323.0,76009.0,1249.0,14065.0,9324.0,5426.0
9709032425,1187746501304,2022,moscow city,7700,46.34.23,G,2018-05-23,2024-07-10,4.0,1.0,1.0,0.0,0.0,543509.0,-1740.0,70488.0,12133.0,,58356.0,58356.0,1019.0
9709032425,1187746501304,2023,moscow city,7700,46.34.23,G,2018-05-23,2024-07-10,5.0,1.0,1.0,0.0,0.0,839160.0,-34842.0,70838.0,-22710.0,,93547.0,93547.0,723.0
9709032425,1187746501304,2024,moscow city,7700,46.34.23,G,2018-05-23,2024-07-10,6.0,1.0,1.0,0.0,0.0,581206.0,-7527.0,64740.0,-30235.0,,94976.0,94976.0,426.0
9709077225,1227700007468,2022,moscow city,7700,47.11.30,G,2022-01-14,,0.0,1.0,0.0,0.0,0.0,,,,,,,,
9709077225,1227700007468,2023,moscow city,7700,47.11.30,G,2022-01-14,,1.0,1.0,0.0,0.0,0.0,,,,,,,,
9709077225,1227700007468,2024,moscow city,7700,47.11.30,G,2022-01-14,,2.0,1.0,0.0,0.0,0.0,,,,,,,,
9709077747,1227700044230,2022,moscow city,7700,59.14,J,2022-02-03,,0.0,1.0,1.0,0.0,0.0,,,1.0,,,,,1.0
9709077747,1227700044230,2023,moscow city,7700,59.14,J,2022-02-03,,1.0,1.0,1.0,0.0,0.0,,,5.0,,,,,5.0
9709077747,1227700044230,2024,moscow city,7700,59.14,J,2022-02-03,,2.0,1.0,1.0,0.0,0.0,,,2.0,,,,,2.0
9717061719,1177746598061,2022,moscow city,7700,46.73.40,G,2017-06-19,,5.0,1.0,1.0,0.0,0.0,17449.0,2771.0,18011.0,-3141.0,57.0,21095.0,5.0,3970.0
9717061719,1177746598061,2023,moscow city,7700,46.73.40,G,2017-06-19,,6.0,1.0,1.0,0.0,0.0,29518.0,5518.0,19221.0,2358.0,56.0,16807.0,133.0,3176.0
9717061719,1177746598061,2024,moscow city,7700,46.73.40,G,2017-06-19,,7.0,1.0,1.0,0.0,0.0,5140.0,-4010.0,17482.0,113.0,80.0,17289.0,249.0,4929.0
9719013365,1217700111947,2022,moscow city,7700,70.22,M,2021-03-15,,1.0,1.0,1.0,0.0,0.0,66274.0,1069.0,11443.0,380.0,,11063.0,11063.0,949.0
9719013365,1217700111947,2023,moscow city,7700,70.22,M,2021-03-15,,2.0,1.0,1.0,0.0,0.0,75293.0,-617.0,30692.0,3713.0,,26979.0,26979.0,7639.0
9719013365,1217700111947,2024,moscow city,7700,70.22,M,2021-03-15,,3.0,1.0,1.0,0.0,0.0,94477.0,1103.0,21213.0,4815.0,,16398.0,16398.0,1514.0
9721139686,1217700381645,2022,moscow city,7700,33.14,C,2021-08-16,,1.0,1.0,1.0,0.0,0.0,1531.0,287.0,1279.0,287.0,950.0,42.0,42.0,126.0
9721139686,1217700381645,2023,moscow city,7700,33.14,C,2021-08-16,,2.0,1.0,1.0,0.0,0.0,3777.0,570.0,4854.0,1083.0,3157.0,614.0,614.0,303.0
9721139686,1217700381645,2024,moscow city,7700,33.14,C,2021-08-16,,3.0,1.0,1.0,0.0,0.0,6360.0,1006.0,6508.0,2421.0,3188.0,899.0,899.0,571.0
9722036965,1227700903803,2022,moscow city,7700,46.34.10,G,2022-12-26,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,,,,
9722036965,1227700903803,2023,moscow city,7700,46.34.10,G,2022-12-26,,1.0,1.0,1.0,0.0,0.0,91955.0,972.0,12098.0,984.0,300.0,10814.0,10814.0,98.0
9722036965,1227700903803,2024,moscow city,7700,46.34.10,G,2022-12-26,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,12098.0,984.0,300.0,10814.0,10814.0,117.0
9723114246,1217700163812,2022,moscow city,7700,46.72,G,2021-04-07,,1.0,1.0,1.0,0.0,0.0,47284.0,654.0,13740.0,890.0,,12850.0,12850.0,29.0
9723114246,1217700163812,2023,moscow city,7700,46.72,G,2021-04-07,,2.0,1.0,1.0,0.0,0.0,75001.0,786.0,17732.0,1706.0,,16026.0,16026.0,7503.0
9723114246,1217700163812,2024,moscow city,7700,46.72,G,2021-04-07,,3.0,1.0,1.0,0.0,0.0,34809.0,662.0,10375.0,2368.0,,8007.0,8007.0,2316.0
9723167304,1227700558997,2022,moscow city,7700,62.02,J,2022-09-08,,0.0,1.0,1.0,0.0,0.0,220.0,223.0,240.0,233.0,0.0,7.0,7.0,127.0
9723167304,1227700558997,2023,moscow city,7700,62.02,J,2022-09-08,,1.0,1.0,1.0,0.0,0.0,3620.0,356.0,939.0,589.0,0.0,350.0,320.0,119.0
9723167304,1227700558997,2024,moscow city,7700,62.02,J,2022-09-08,,2.0,1.0,1.0,0.0,0.0,8174.0,1506.0,2408.0,2054.0,0.0,354.0,324.0,95.0
9727031375,1237700260632,2023,moscow city,7700,62.01,J,2023-04-05,,0.0,1.0,0.0,0.0,0.0,,,,,,,,
9727031375,1237700260632,2024,moscow city,7700,62.01,J,2023-04-05,,1.0,1.0,0.0,0.0,0.0,,,,,,,,
9727035034,1237700358312,2023,moscow city,7700,58.14.10,J,2023-05-19,,0.0,1.0,1.0,0.0,0.0,4.0,-7.0,3.0,-7.0,,10.0,10.0,3.0
9727035034,1237700358312,2024,moscow city,7700,58.14.10,J,2023-05-19,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,-7.0,,10.0,10.0,3.0
9728049569,1217700522600,2022,moscow city,7700,72.19,M,2021-10-29,,1.0,1.0,1.0,0.0,0.0,,-70.0,241.0,-60.0,272.0,28.0,28.0,26.0
9728049569,1217700522600,2023,moscow city,7700,43.21,F,2021-10-29,,2.0,1.0,1.0,0.0,0.0,,-54.0,184.0,-122.0,260.0,46.0,22.0,5.0
9728049569,1217700522600,2024,moscow city,7700,43.21,F,2021-10-29,,3.0,1.0,1.0,0.0,0.0,,-98.0,236.0,-220.0,260.0,196.0,168.0,1.0
9729027399,1167746882951,2022,moscow city,7700,46.72,G,2016-09-20,,6.0,1.0,1.0,0.0,0.0,325830.0,50367.0,351242.0,61393.0,10291.0,279558.0,227074.0,58.0
9729027399,1167746882951,2023,moscow city,7700,46.72,G,2016-09-20,,7.0,1.0,1.0,0.0,0.0,22406.0,40.0,307466.0,61434.0,7312.0,238720.0,180370.0,234.0
9729027399,1167746882951,2024,moscow city,7700,46.72,G,2016-09-20,,8.0,1.0,1.0,0.0,0.0,21000.0,8.0,274692.0,61621.0,34458.0,178613.0,136722.0,0.0
9729334255,1227700771121,2023,moscow city,7700,46.90,G,2022-11-18,2024-09-18,1.0,1.0,0.0,0.0,0.0,,,,,,,,
9729334255,1227700771121,2024,moscow city,7700,46.90,G,2022-11-18,2024-09-18,2.0,1.0,0.0,0.0,0.0,,,,,,,,
9731008280,1187746747770,2022,moscow city,7700,72.19,M,2018-08-13,,4.0,1.0,1.0,0.0,0.0,1200.0,-2958.0,107568.0,-7770.0,0.0,115338.0,99803.0,34.0
9731008280,1187746747770,2023,moscow city,7700,72.19,M,2018-08-13,,5.0,1.0,1.0,0.0,0.0,2402.0,-7921.0,109023.0,-15692.0,9218.0,115497.0,99906.0,6.0
9731008280,1187746747770,2024,moscow city,7700,72.19,M,2018-08-13,,6.0,1.0,1.0,0.0,0.0,221321.0,147930.0,18599.0,17515.0,0.0,1083.0,117.0,12.0
9731059278,1197746755249,2022,moscow city,7700,47.73,G,2019-12-27,,3.0,1.0,1.0,0.0,0.0,3956.0,-1715.0,652.0,-3385.0,3590.0,447.0,447.0,2.0
9731059278,1197746755249,2023,moscow city,7700,47.73,G,2019-12-27,,4.0,1.0,0.0,1.0,0.0,0.0,-708.0,141.0,-4093.0,4121.0,113.0,113.0,126.0
9731059278,1197746755249,2024,moscow city,7700,47.73,G,2019-12-27,,5.0,1.0,1.0,0.0,0.0,0.0,-44.0,133.0,-4137.0,4269.0,1.0,1.0,126.0
